,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
54,19.745,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.745,19.7225,19.7,19.7,19.7,19.79,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.65,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.745,19.76,19.745,19.79,19.79,19.79,19.7675,19.79,19.79,19.79,19.73,19.745,19.7
55,19.745,19.7,19.79,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.6666666666667,19.7,19.7,19.65,19.7,19.6666666666667,19.6666666666667,19.7,19.65,19.6,19.7,19.65,19.6666666666667,19.65,19.6,19.7,19.7,19.7,19.7,19.65,19.7,19.65,19.7,19.7,19.7,19.7,19.7,19.65,19.7,19.7,19.7,19.7,19.6,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.65,19.7,19.7,19.65,19.6,19.7,19.7
56,19.6,19.6,19.6,19.575,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6333333333333,19.6,19.625,19.6,19.6,19.65,19.7,19.675,19.675,19.7,19.675,19.7,19.7,19.68,19.7,19.675,19.6666666666667,19.7,19.7,19.7,19.7,19.7,19.6333333333333,19.7,19.7,19.6666666666667,19.675,19.7,19.675,19.6333333333333,19.675,19.6666666666667,19.65,19.65,19.6333333333333,19.625,19.6,19.6,19.6,19.6
57,19.575,19.575,19.575,19.6,19.6333333333333,19.65,19.7,19.7675,19.79,19.79,19.89,19.89,19.926666666666698,19.945,20.0,20.0,20.0,20.0,20.0666666666667,20.1,20.1333333333333,20.15,20.1333333333333,20.2,20.2675,20.2675,20.29,20.29,20.365,20.39,20.39,20.39,20.445,20.5,20.5,20.525,20.55,20.6,20.6,20.65,20.7,20.7,20.7,20.745,20.76,20.79,20.79,20.79,20.823333333333302,20.815,20.84,20.89,20.89,20.89,20.963333333333303,20.9725,20.963333333333303,21.0,21.0
58,21.0,21.075,21.125,21.1,21.1333333333333,21.15,21.2,21.2,21.2675,21.29,21.29,21.29,21.315,21.365,21.356666666666698,21.39,21.4175,21.39,21.5,21.5,21.5,21.5,21.5,21.55,21.6,21.6,21.6,21.7,21.7,21.7,21.7,21.7,21.745,21.745,21.79,21.79,21.84,21.856666666666698,21.89,21.89,21.89,21.89,21.89,21.945,22.0,22.0,22.0,22.033333333333303,22.0666666666667,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.15,22.2
59,22.2,22.245,22.29,22.272,22.29,22.29,22.34,22.356666666666698,22.34,22.365,22.39,22.365,22.356666666666698,22.39,22.39,22.39,22.4175,22.4175,22.445,22.5,22.5,22.5,22.5,22.533333333333303,22.55,22.525,22.5,22.55,22.575,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.65,22.6666666666667,22.7,22.7,22.7,22.7,22.7,22.7225,22.7225,22.7,22.79,22.76,22.79,22.76,22.79,22.79,22.79,22.79,22.79,22.815,22.815,22.856666666666698
60,22.89,22.89,22.865,22.89,22.89,22.89,22.89,22.9175,22.89,22.89,22.89,22.89,22.89,22.89,22.9175,22.945,22.945,22.926666666666698,22.9725,22.9725,23.0,22.9725,23.0,23.0,23.0,23.0,23.0,23.033333333333303,23.033333333333303,23.0,23.02,23.033333333333303,23.025,23.04,23.0666666666667,23.05,23.1,23.0666666666667,23.0666666666667,23.1,23.075,23.1,23.1,23.075,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1
61,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.075,23.0666666666667,23.075,23.1,23.075,23.1,23.075,23.075,23.1,23.075,23.075,23.075,23.05,23.025,23.0,23.0,23.025,23.0,23.0,23.0,23.0,23.0,23.0,22.963333333333303,22.9725,22.9725,22.945,22.9175,22.9175,22.926666666666698,22.89,22.89,22.89,22.89,22.89,22.79,22.823333333333302,22.79,22.79,22.76,22.7225,22.73,22.7,22.7,22.7,22.7,22.7,22.7,22.65
62,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.55,22.6,22.55,22.5,22.5,22.5,22.5,22.5,22.4725,22.445,22.5,22.4725,22.39,22.39,22.39,22.39,22.39,22.39,22.365,22.356666666666698,22.39,22.39,22.365,22.29,22.29,22.34,22.29,22.29,22.29,22.29,22.29,22.29,22.2225,22.2,22.2,22.2,22.2,22.175,22.15,22.175,22.15,22.1,22.1333333333333,22.125,22.1,22.1,22.1,22.1
63,22.1,22.05,22.0666666666667,22.025,22.0,22.0,22.0,21.963333333333303,21.9725,21.9725,21.89,21.89,21.89,21.89,21.89,21.856666666666698,21.865,21.865,21.823333333333302,21.84,21.79,21.79,21.79,21.745,21.745,21.745,21.7,21.7,21.7,21.7,21.6666666666667,21.7,21.65,21.6,21.6,21.6,21.6,21.6,21.5666666666667,21.55,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.445,21.39,21.39,21.39,21.39,21.365,21.365,21.29,21.29,21.29,21.323333333333302,21.29
64,21.29,21.272,21.26,21.2225,21.2,21.2,21.2,21.2,21.2,21.15,21.2,21.1,21.1,21.125,21.1,21.1,21.075,21.033333333333303,21.075,21.033333333333303,21.0,21.0,21.0,21.0,21.0,20.945,20.89,20.9175,20.89,20.89,20.856666666666698,20.89,20.865,20.89,20.856666666666698,20.856666666666698,20.815,20.815,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.7225,20.7225,20.7225,20.7,20.7,20.7,20.7,20.7,20.7,20.6666666666667,20.7,20.7,20.7
65,20.6333333333333,20.7,20.6,20.6,20.7,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.55,20.6,20.6,20.6,20.6,20.5,20.5,20.6,20.5,20.5,20.5,20.55,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.463333333333303,20.4725,20.5,20.5,20.39,20.39,20.39,20.39,20.39,20.39,20.5,20.39,20.39,20.39,20.39,20.39
66,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.356666666666698,20.34,20.34,20.29,20.29,20.39,20.34,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.2,20.29,20.245,20.26,20.2,20.245,20.245,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.1,20.15,20.15,20.2,20.15,20.15,20.2,20.1
67,20.1,20.2,20.2,20.15,20.15,20.15,20.15,20.15,20.15,20.2,20.2,20.15,20.2,20.15,20.15,20.1,20.1333333333333,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.2,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.05,20.1,20.1,20.05,20.0666666666667,20.0,20.1,20.0666666666667,20.1,20.0,20.0,20.1,20.0,20.0,20.1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
68,20.0,20.0,20.0,20.0,20.0,20.0,20.025,20.025,20.05,20.0,20.0,20.0,20.0,20.1,20.0,20.05,20.0,20.0,20.0,20.033333333333303,20.0,20.0,20.0,20.0,20.0,20.033333333333303,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.945,20.0,20.0,20.0,19.945,19.89,19.945,19.926666666666698,19.926666666666698,19.89,19.89,20.0,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89
69,19.89,19.89,19.89,19.89,19.89,19.79,19.89,19.89,19.823333333333302,19.79,19.823333333333302,19.89,19.84,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.79,19.89,19.89,19.89,19.89,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79
70,19.79,19.79,19.79,19.79,19.79,19.79,19.745,19.79,19.79,19.79,19.7,19.7,19.7,19.73,19.79,19.7,19.745,19.79,19.745,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.76,19.7,19.745,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.65,19.7,19.65,19.65,19.7
71,19.7,19.6,19.6666666666667,19.65,19.65,19.7,19.7,19.6,19.6,19.65,19.65,19.6,19.7,19.65,19.6,19.65,19.7,19.7,19.6,19.7,19.7,19.6666666666667,19.7,19.7,19.65,19.7,19.7,19.65,19.7,19.7,19.7,19.7,19.7,19.6666666666667,19.7,19.7,19.7,19.7,19.7,19.7,19.6,19.6666666666667,19.7,19.65,19.65,19.65,19.65,19.65,19.6,19.6,19.65,19.6,19.7,19.6,19.6333333333333,19.6,19.6,19.6,19.6
72,19.6,19.6,19.6,19.6,19.6,19.55,19.6,19.6,19.6,19.6,19.5,19.55,19.55,19.5,19.55,19.525,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.55,19.6,19.55,19.6,19.55,19.55,19.55,19.5,19.6,19.5,19.5,19.5,19.55,19.55
73,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.6,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.55,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.6,19.533333333333303,19.5,19.5,19.5666666666667,19.5666666666667,19.5666666666667,19.5,19.6,19.6,19.5,19.55,19.533333333333303,19.55,19.5,19.5,19.5,19.5,19.5,19.5666666666667,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.445
74,19.39,19.445,19.39,19.426666666666698,19.39,19.445,19.39,19.5,19.39,19.39,19.445,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.5,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.426666666666698,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.29,19.34,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.356666666666698,19.39
75,19.39,19.39,19.39,19.39,19.34,19.39,19.39,19.39,19.39,19.39,19.39,19.34,19.39,19.39,19.29,19.39,19.34,19.29,19.34,19.39,19.356666666666698,19.34,19.29,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.426666666666698,19.39,19.445,19.39,19.39,19.39,19.39,19.39,19.445,19.445,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.5,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39
76,19.39,19.39,19.39,19.39,19.39,19.39,19.34,19.29,19.34,19.39,19.29,19.34,19.29,19.323333333333302,19.39,19.29,19.29,19.39,19.29,19.29,19.39,19.29,19.29,19.29,19.39,19.323333333333302,19.29,19.29,19.29,19.39,19.323333333333302,19.29,19.29,19.323333333333302,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.34,19.39,19.39,19.34,19.323333333333302,19.29,19.29,19.29,19.39,19.29,19.39,19.29,19.34,19.356666666666698,19.29
77,19.29,19.29,19.29,19.29,19.29,19.29,19.2,19.29,19.245,19.245,19.2,19.245,19.2,19.23,19.245,19.245,19.26,19.29,19.2,19.29,19.2,19.29,19.2,19.26,19.245,19.29,19.29,19.29,19.29,19.29,19.2,19.29,19.29,19.245,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.34,19.29,19.29,19.34,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29
78,19.29,19.29,19.29,19.29,19.2,19.245,19.2,19.23,19.29,19.245,19.2,19.245,19.29,19.2,19.2,19.29,19.2,19.245,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2225,19.2,19.245,19.2,19.23,19.2,19.29,19.26,19.2,19.2,19.245,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.29,19.2,19.2,19.2,19.2,19.245,19.2,19.245,19.26,19.26,19.2,19.2,19.2,19.2
79,19.2,19.2,19.2,19.2,19.2,19.2,19.1666666666667,19.2,19.1666666666667,19.2,19.1333333333333,19.2,19.2,19.15,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.05,19.0,19.0,19.0,19.0,19.0,19.1,19.1,19.1,19.1,19.1333333333333,19.15,19.1333333333333,19.1666666666667,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.29,19.245,19.2,19.2,19.245,19.2,19.2,19.2,19.26,19.29
80,19.245,19.245,19.26,19.29,19.2,19.23,19.2,19.2,19.2,19.29,19.23,19.245,19.245,19.245,19.26,19.2675,19.26,19.245,19.2225,19.2675,19.23,19.245,19.29,19.2225,19.23,19.2675,19.23,19.245,19.2225,19.245,19.23,19.2225,19.245,19.2,19.2225,19.245,19.245,19.2,19.2,19.2,19.2,19.23,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2225,19.2,19.23,19.2225,19.23,19.2225
81,19.26,19.245,19.2675,19.2675,19.26,19.29,19.26,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.2675,19.29,19.29,19.2675,19.29,19.29,19.272000000000002,19.29,19.29,19.245,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.34,19.39,19.39,19.445,19.5,19.426666666666698,19.4725,19.463333333333303,19.463333333333303,19.434,19.39,19.39,19.412,19.39,19.39,19.39,19.4175,19.39,19.39,19.39,19.39,19.39,19.365,19.39
82,19.356666666666698,19.39,19.34,19.39,19.39,19.39,19.365,19.323333333333302,19.29,19.35,19.323333333333302,19.315,19.315,19.29,19.29,19.315,19.29,19.315,19.29,19.29,19.34,19.29,19.315,19.29,19.29,19.29,19.29,19.356666666666698,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.2675,19.29,19.245,19.23,19.245,19.2675,19.23,19.245,19.2675,19.245,19.26,19.245,19.26,19.2675,19.23,19.2225,19.26,19.2225,19.23,19.23
83,19.23,19.23,19.2225,19.245,19.245,19.245,19.23,19.2225,19.23,19.245,19.245,19.245,19.2,19.2,19.2,19.2,19.2,19.2,19.1333333333333,19.15,19.1,19.1333333333333,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.05,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.15,19.175,19.2,19.2,19.2,19.2
84,19.2,19.2,19.245,19.245,19.29,19.29,19.29,19.315,19.29,19.365,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.426666666666698,19.4175,19.4725,19.4175,19.5,19.525,19.6,19.675,19.7,19.65,19.625,19.6666666666667,19.65,19.625,19.65,19.7,19.625,19.6333333333333,19.65,19.7,19.6,19.6333333333333,19.7,19.7,19.7225,19.79,19.79,19.89,19.926666666666698,20.0,20.025,20.033333333333303,20.125,20.1333333333333,20.125,20.2,20.2,20.245,20.23,20.29,20.29
85,20.39,20.39,20.445,20.4725,20.5,20.5,20.525,20.55,20.6,20.6,20.65,20.625,20.7,20.7,20.7,20.7,20.7,20.745,20.7225,20.7,20.7,20.745,20.73,20.7,20.745,20.7225,20.7,20.7,20.7,20.7,20.68,20.6,20.6,20.625,20.65,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.6666666666667,20.6,20.625,20.65,20.65,20.675,20.675,20.7,20.7,20.7,20.7,20.7,20.7,20.7
86,20.6666666666667,20.7,20.7,20.7,20.7,20.675,20.6666666666667,20.625,20.675,20.625,20.675,20.675,20.7,20.7,20.6666666666667,20.7,20.675,20.7,20.7,20.7,20.7,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.463333333333303,20.39,20.445,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.365,20.39,20.356666666666698,20.34,20.356666666666698,20.29,20.29,20.29,20.315,20.29,20.29,20.29
87,20.29,20.29,20.29,20.29,20.2225,20.245,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.1333333333333,20.125,20.15,20.15,20.15,20.175,20.15,20.15,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.075,20.0666666666667,20.075,20.05,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.963333333333303,19.926666666666698,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.865,19.823333333333302,19.84,19.84,19.84
88,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.745,19.7225,19.7,19.7225,19.7,19.7,19.7,19.7,19.7,19.7,19.6333333333333,19.675,19.65,19.7,19.6,19.6666666666667,19.6333333333333,19.625,19.65,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.58,19.5,19.55,19.533333333333303,19.5,19.525,19.5,19.5,19.5,19.5,19.525,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.4725,19.5,19.5,19.4725,19.4175,19.39
89,19.39,19.39,19.426666666666698,19.4175,19.39,19.426666666666698,19.426666666666698,19.39,19.426666666666698,19.39,19.39,19.39,19.39,19.39,19.39,19.445,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.4175,19.39,19.39,19.39,19.39,19.426666666666698,19.39,19.39,19.39,19.445,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.463333333333303,19.39,19.39,19.39,19.39,19.39,19.39,19.39
90,19.39,19.34,19.34,19.29,19.29,19.34,19.29,19.29,19.29,19.34,19.34,19.323333333333302,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.34,19.29,19.34,19.29,19.34,19.39,19.34,19.34,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.323333333333302,19.39,19.39,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.245,19.26,19.2,19.2,19.2
91,19.2,19.29,19.245,19.245,19.23,19.2,19.2,19.2,19.2,19.23,19.2,19.2,19.2,19.245,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.315,19.29,19.29,19.34,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.29,19.29,19.29,19.29,19.39,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.39,19.34,19.315,19.34,19.39,19.39,19.39,19.39,19.39,19.39,19.39
92,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.426666666666698,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.445,19.39,19.445,19.39
93,19.39,19.39,19.39,19.39,19.426666666666698,19.426666666666698,19.39,19.39,19.463333333333303,19.39,19.39,19.5,19.39,19.5,19.445,19.426666666666698,19.463333333333303,19.5,19.5,19.39,19.39,19.5,19.5,19.5,19.463333333333303,19.5,19.5,19.445,19.5,19.5,19.445,19.445,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5
94,19.5,19.5,19.5,19.6,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5
95,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.463333333333303,19.5,19.5,19.5,19.463333333333303,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5
96,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.426666666666698,19.39,19.445,19.445,19.39,19.445,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39
97,19.39,19.39,19.5,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.5,19.463333333333303,19.39,19.445,19.39,19.463333333333303,19.5,19.39,19.463333333333303,19.39,19.5,19.39,19.445,19.5,19.463333333333303,19.445,19.445,19.445,19.5,19.445,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.34,19.34,19.39,19.29,19.34,19.356666666666698,19.39,19.39,19.39,19.39,19.39,19.39
98,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.445,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.445,19.39,19.39,19.39,19.39,19.463333333333303,19.445,19.39,19.5,19.5,19.426666666666698,19.39
99,19.445,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.356666666666698,19.356666666666698,19.29,19.29,19.34,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.34,19.34,19.34,19.39,19.34,19.29,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.34,19.34,19.34,19.39,19.29,19.39,19.39,19.39,19.39,19.39,19.356666666666698,19.39,19.39,19.34,19.39,19.39
100,19.34,19.39,19.34,19.39,19.356666666666698,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.29,19.39,19.39,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.34,19.323333333333302,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29
101,19.34,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.445,19.445,19.39,19.5,19.5,19.445,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.6,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.463333333333303,19.39,19.426666666666698,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39
102,19.39,19.445,19.39,19.39,19.445,19.426666666666698,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.445,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.34,19.39,19.39,19.39,19.29,19.29,19.29,19.29,19.29,19.29,19.39,19.39,19.29,19.29,19.29,19.29,19.29,19.29,19.34,19.29,19.29,19.323333333333302,19.34,19.29,19.29,19.29
103,19.34,19.29,19.29,19.29,19.34,19.29,19.29,19.29,19.29,19.29,19.323333333333302,19.34,19.39,19.39,19.39,19.39,19.39,19.39,19.445,19.39,19.39,19.39,19.445,19.39,19.39,19.445,19.39,19.5,19.445,19.5,19.426666666666698,19.5,19.39,19.426666666666698,19.39,19.39,19.39,19.5,19.426666666666698,19.5,19.39,19.5,19.5,19.5,19.5,19.445,19.463333333333303,19.5,19.5,19.445,19.445,19.5,19.445,19.39,19.39,19.445,19.5,19.445,19.445
104,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.6,19.5,19.6,19.5,19.5,19.533333333333303,19.5,19.5,19.5,19.5,19.533333333333303,19.5,19.525,19.5,19.525,19.525,19.525,19.5666666666667,19.575,19.575,19.6333333333333,19.6666666666667,19.6333333333333,19.625,19.6333333333333,19.7,19.7
105,19.745,19.7675,19.79,19.79,19.79,19.84,19.89,19.89,19.9175,19.963333333333303,19.945,20.0,20.0,20.0,20.05,20.1,20.1,20.1,20.1,20.2,20.125,20.15,20.175,20.2,20.215,20.23,20.29,20.29,20.29,20.29,20.29,20.29,20.39,20.3816666666667,20.373333333333303,20.39,20.39,20.39,20.39,20.39,20.445,20.4725,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.55,20.55,20.6,20.6,20.6,20.6333333333333,20.6
106,20.6,20.7,20.65,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7225,20.7,20.7,20.7,20.745,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.815,20.823333333333302,20.865,20.84,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.945,21.0,21.0,21.0,20.926666666666698,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.025,21.0,21.0666666666667,21.075,21.1,21.05,21.1
107,21.1,21.1,21.1,21.1333333333333,21.1,21.1,21.1,21.1,21.125,21.1,21.125,21.125,21.1333333333333,21.1666666666667,21.15,21.1333333333333,21.175,21.2,21.2,21.2,21.2,21.2225,21.245,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.323333333333302,21.29,21.365,21.323333333333302,21.39,21.39,21.39,21.39,21.39,21.39,21.39,21.39,21.4175,21.39,21.39,21.39,21.39,21.39,21.39,21.4175,21.39,21.4175,21.426666666666698,21.445
