Temperature,Humidity,Light,CO2,Occupancy,Ora,day,hour,absH,weekend,out_of_turn,date1
19.7,19.39,0.0,441.5,0,3,7,06:08:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,444.0,0,3,7,06:08:59,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,439.5,0,3,7,06:10:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,441.0,0,3,7,06:10:59,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,442.0,0,3,7,06:11:59,6,1.0,1.0,2015-02-07
19.745,19.39,0.0,447.0,0,3,7,06:13:00,6,1.0,1.0,2015-02-07
19.7225,19.39,0.0,450.5,0,3,7,06:14:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,452.0,0,3,7,06:15:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,450.0,0,3,7,06:16:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,447.0,0,3,7,06:16:59,6,1.0,1.0,2015-02-07
19.79,19.39,0.0,442.0,0,3,7,06:17:59,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,442.0,0,3,7,06:19:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,449.666666666667,0,3,7,06:20:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,445.0,0,3,7,06:21:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,445.0,0,3,7,06:22:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,446.0,0,3,7,06:23:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,447.0,0,3,7,06:23:59,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,444.0,0,3,7,06:24:59,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,443.0,0,3,7,06:26:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,442.0,0,3,7,06:27:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,442.5,0,3,7,06:28:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,441.0,0,3,7,06:29:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,444.0,0,3,7,06:29:59,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,447.0,0,3,7,06:30:59,6,1.0,1.0,2015-02-07
19.7,19.356666666666698,0.0,445.0,0,3,7,06:32:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,445.0,0,3,7,06:33:00,6,1.0,1.0,2015-02-07
19.65,19.34,0.0,442.5,0,3,7,06:34:00,6,1.0,1.0,2015-02-07
19.7,19.39,0.0,445.0,0,3,7,06:35:00,6,1.0,1.0,2015-02-07
19.7,19.29,0.0,448.5,0,3,7,06:36:00,6,1.0,1.0,2015-02-07
19.7,19.29,0.0,448.0,0,3,7,06:36:59,6,1.0,1.0,2015-02-07
19.7,19.29,0.0,449.5,0,3,7,06:38:00,6,1.0,1.0,2015-02-07
19.7,19.29,0.0,450.0,0,3,7,06:39:00,6,1.0,1.0,2015-02-07
19.7,19.245,0.0,449.0,0,3,7,06:40:00,6,1.0,1.0,2015-02-07
19.7,19.245,0.0,442.0,0,3,7,06:40:59,6,1.0,1.0,2015-02-07
19.7,19.2,0.0,446.0,0,3,7,06:42:00,6,1.0,1.0,2015-02-07
19.7,19.2,0.0,445.0,0,3,7,06:42:59,6,1.0,1.0,2015-02-07
19.7,19.29,0.0,444.5,0,3,7,06:43:59,6,1.0,1.0,2015-02-07
19.7,19.2,0.0,445.0,0,3,7,06:45:00,6,1.0,1.0,2015-02-07
19.745,19.2675,0.0,451.75,0,3,7,06:46:00,6,1.0,1.0,2015-02-07
19.76,19.23,0.0,450.333333333333,0,3,7,06:47:00,6,1.0,1.0,2015-02-07
19.745,19.2,0.0,451.0,0,3,7,06:48:00,6,1.0,1.0,2015-02-07
19.79,19.2,0.0,452.0,0,3,7,06:49:00,6,1.0,1.0,2015-02-07
19.79,19.2,0.0,450.0,0,3,7,06:49:59,6,1.0,1.0,2015-02-07
19.79,19.2,0.0,444.0,0,3,7,06:51:00,6,1.0,1.0,2015-02-07
19.7675,19.2,0.0,446.5,0,3,7,06:52:00,6,1.0,1.0,2015-02-07
19.79,19.2,0.0,447.666666666667,0,3,7,06:53:00,6,1.0,1.0,2015-02-07
19.79,19.2,0.0,440.333333333333,0,3,7,06:53:59,6,1.0,1.0,2015-02-07
19.79,19.2,0.0,448.0,0,3,7,06:55:00,6,1.0,1.0,2015-02-07
19.73,19.2,0.0,448.333333333333,0,3,7,06:55:59,6,1.0,1.0,2015-02-07
19.745,19.245,0.0,445.0,0,3,7,06:56:59,6,1.0,1.0,2015-02-07
19.7,19.2,0.0,442.0,0,3,7,06:58:00,6,1.0,1.0,2015-02-07
19.745,19.245,0.0,448.0,0,3,7,06:59:00,6,1.0,1.0,2015-02-07
19.745,19.29,0.0,449.0,0,1,7,07:00:00,7,1.0,1.0,2015-02-07
19.7,19.29,0.0,451.0,0,1,7,07:01:00,7,1.0,1.0,2015-02-07
19.79,19.29,0.0,448.0,0,1,7,07:01:59,7,1.0,1.0,2015-02-07
19.7,19.29,0.0,447.5,0,1,7,07:02:59,7,1.0,1.0,2015-02-07
19.7,19.29,0.0,446.5,0,1,7,07:04:00,7,1.0,1.0,2015-02-07
19.7,19.29,0.0,449.0,0,1,7,07:05:00,7,1.0,1.0,2015-02-07
19.7,19.29,0.0,453.0,0,1,7,07:06:00,7,1.0,1.0,2015-02-07
19.7,19.29,0.0,448.0,0,1,7,07:07:00,7,1.0,1.0,2015-02-07
19.7,19.34,0.0,449.5,0,1,7,07:08:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,449.0,0,1,7,07:08:59,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,447.0,0,1,7,07:09:59,7,1.0,1.0,2015-02-07
19.6666666666667,19.356666666666698,0.0,449.333333333333,0,1,7,07:11:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,448.0,0,1,7,07:12:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,446.5,0,1,7,07:13:00,7,1.0,1.0,2015-02-07
19.65,19.34,0.0,444.0,0,1,7,07:14:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,443.333333333333,0,1,7,07:14:59,7,1.0,1.0,2015-02-07
19.6666666666667,19.356666666666698,0.0,450.0,0,1,7,07:15:59,7,1.0,1.0,2015-02-07
19.6666666666667,19.356666666666698,0.0,453.333333333333,0,1,7,07:17:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,448.0,0,1,7,07:18:00,7,1.0,1.0,2015-02-07
19.65,19.34,0.0,449.0,0,1,7,07:19:00,7,1.0,1.0,2015-02-07
19.6,19.29,0.0,450.0,0,1,7,07:20:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,451.0,0,1,7,07:21:00,7,1.0,1.0,2015-02-07
19.65,19.34,0.0,443.0,0,1,7,07:21:59,7,1.0,1.0,2015-02-07
19.6666666666667,19.356666666666698,0.0,448.333333333333,0,1,7,07:23:00,7,1.0,1.0,2015-02-07
19.65,19.34,0.0,453.0,0,1,7,07:24:00,7,1.0,1.0,2015-02-07
19.6,19.29,0.0,451.0,0,1,7,07:25:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,451.5,0,1,7,07:25:59,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,451.0,0,1,7,07:27:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,448.0,0,1,7,07:27:59,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,450.0,0,1,7,07:28:59,7,1.0,1.0,2015-02-07
19.65,19.34,0.0,446.0,0,1,7,07:30:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,445.0,0,1,7,07:31:00,7,1.0,1.0,2015-02-07
19.65,19.34,0.0,446.0,0,1,7,07:32:00,7,1.0,1.0,2015-02-07
19.7,19.4175,0.0,448.75,0,1,7,07:33:00,7,1.0,1.0,2015-02-07
19.7,19.445,0.0,449.0,0,1,7,07:34:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,454.0,0,1,7,07:34:59,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,452.666666666667,0,1,7,07:36:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,450.0,0,1,7,07:37:00,7,1.0,1.0,2015-02-07
19.65,19.34,0.0,444.5,0,1,7,07:38:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,448.5,0,1,7,07:38:59,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,448.0,0,1,7,07:40:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,447.0,0,1,7,07:40:59,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,449.5,0,1,7,07:41:59,7,1.0,1.0,2015-02-07
19.6,19.29,0.0,450.0,0,1,7,07:43:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,450.0,0,1,7,07:44:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,445.0,0,1,7,07:45:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,447.5,0,1,7,07:46:00,7,1.0,1.0,2015-02-07
19.7,19.39,0.0,454.0,0,1,7,07:46:59,7,1.0,1.0,2015-02-07
19.7,19.5,0.0,450.0,0,1,7,07:47:59,7,1.0,1.0,2015-02-07
19.7,19.5,0.0,452.0,0,1,7,07:49:00,7,1.0,1.0,2015-02-07
19.7,19.5,0.0,447.0,0,1,7,07:50:00,7,1.0,1.0,2015-02-07
19.7,19.5,0.0,456.0,0,1,7,07:51:00,7,1.0,1.0,2015-02-07
19.65,19.445,0.0,452.0,0,1,7,07:52:00,7,1.0,1.0,2015-02-07
19.7,19.5,0.0,452.0,0,1,7,07:53:00,7,1.0,1.0,2015-02-07
19.7,19.445,0.0,450.0,0,1,7,07:53:59,7,1.0,1.0,2015-02-07
19.65,19.445,0.0,450.5,0,1,7,07:54:59,7,1.0,1.0,2015-02-07
19.6,19.39,0.0,450.5,0,1,7,07:56:00,7,1.0,1.0,2015-02-07
19.7,19.5,0.0,452.0,0,1,7,07:57:00,7,1.0,1.0,2015-02-07
19.7,19.5,0.0,455.0,0,1,7,07:58:00,7,1.0,1.0,2015-02-07
19.7,19.5,0.0,454.0,0,1,7,07:59:00,7,1.0,1.0,2015-02-07
19.6,19.426666666666698,0.0,453.0,0,1,7,07:59:59,7,1.0,1.0,2015-02-07
19.6,19.39,0.0,449.0,0,1,7,08:00:59,8,1.0,1.0,2015-02-07
19.6,19.5,0.0,451.0,0,1,7,08:02:00,8,1.0,1.0,2015-02-07
19.6,19.5,0.0,449.0,0,1,7,08:03:00,8,1.0,1.0,2015-02-07
19.575,19.5,0.0,451.0,0,1,7,08:04:00,8,1.0,1.0,2015-02-07
19.6,19.5,0.0,455.5,0,1,7,08:05:00,8,1.0,1.0,2015-02-07
19.6,19.5,0.0,453.5,0,1,7,08:06:00,8,1.0,1.0,2015-02-07
19.6,19.5,0.0,445.5,0,1,7,08:06:59,8,1.0,1.0,2015-02-07
19.6,19.5,0.0,448.0,0,1,7,08:08:00,8,1.0,1.0,2015-02-07
19.6,19.5,14.0,453.5,0,1,7,08:09:00,8,1.0,1.0,2015-02-07
19.6,19.5,14.0,450.0,0,1,7,08:10:00,8,1.0,1.0,2015-02-07
19.6,19.5,14.0,451.0,0,1,7,08:10:59,8,1.0,1.0,2015-02-07
19.6,19.5,14.0,451.333333333333,0,1,7,08:12:00,8,1.0,1.0,2015-02-07
19.6,19.5,14.0,453.6,0,1,7,08:12:59,8,1.0,1.0,2015-02-07
19.6,19.5,14.0,456.0,0,1,7,08:13:59,8,1.0,1.0,2015-02-07
19.6,19.5,9.33333333333333,451.0,0,1,7,08:15:00,8,1.0,1.0,2015-02-07
19.6,19.5,10.5,446.0,0,1,7,08:16:00,8,1.0,1.0,2015-02-07
19.6,19.5,7.0,447.0,0,1,7,08:17:00,8,1.0,1.0,2015-02-07
19.6,19.5,9.33333333333333,449.333333333333,0,1,7,08:18:00,8,1.0,1.0,2015-02-07
19.6,19.5,7.0,450.75,0,1,7,08:19:00,8,1.0,1.0,2015-02-07
19.6333333333333,19.533333333333303,9.33333333333333,451.333333333333,0,1,7,08:19:59,8,1.0,1.0,2015-02-07
19.6,19.5,7.0,450.5,0,1,7,08:21:00,8,1.0,1.0,2015-02-07
19.625,19.5,10.0,458.0,0,1,7,08:22:00,8,1.0,1.0,2015-02-07
19.6,19.5,13.5,454.5,0,1,7,08:23:00,8,1.0,1.0,2015-02-07
19.6,19.5,11.5,459.75,0,1,7,08:23:59,8,1.0,1.0,2015-02-07
19.65,19.55,6.0,457.0,0,1,7,08:25:00,8,1.0,1.0,2015-02-07
19.7,19.55,6.0,459.0,0,1,7,08:25:59,8,1.0,1.0,2015-02-07
19.675,19.5,6.0,456.25,0,1,7,08:26:59,8,1.0,1.0,2015-02-07
19.675,19.5,6.0,453.0,0,1,7,08:28:00,8,1.0,1.0,2015-02-07
19.7,19.5,12.0,452.666666666667,0,1,7,08:29:00,8,1.0,1.0,2015-02-07
19.675,19.5,24.0,453.25,0,1,7,08:30:00,8,1.0,1.0,2015-02-07
19.7,19.5,24.0,454.0,0,1,7,08:31:00,8,1.0,1.0,2015-02-07
19.7,19.5,24.0,458.0,0,1,7,08:31:59,8,1.0,1.0,2015-02-07
19.68,19.477999999999998,24.0,458.0,0,1,7,08:32:59,8,1.0,1.0,2015-02-07
19.7,19.5,14.0,454.75,0,1,7,08:34:00,8,1.0,1.0,2015-02-07
19.675,19.4725,14.0,453.5,0,1,7,08:35:00,8,1.0,1.0,2015-02-07
19.6666666666667,19.463333333333303,17.3333333333333,456.333333333333,0,1,7,08:36:00,8,1.0,1.0,2015-02-07
19.7,19.5,18.5,457.75,0,1,7,08:37:00,8,1.0,1.0,2015-02-07
19.7,19.5,20.3333333333333,461.0,0,1,7,08:38:00,8,1.0,1.0,2015-02-07
19.7,19.5,26.5,460.25,0,1,7,08:38:59,8,1.0,1.0,2015-02-07
19.7,19.5,26.5,458.0,0,1,7,08:39:59,8,1.0,1.0,2015-02-07
19.7,19.5,26.5,459.0,0,1,7,08:41:00,8,1.0,1.0,2015-02-07
19.6333333333333,19.426666666666698,22.0,457.0,0,1,7,08:42:00,8,1.0,1.0,2015-02-07
19.7,19.5,13.0,451.5,0,1,7,08:43:00,8,1.0,1.0,2015-02-07
19.7,19.5,22.0,451.5,0,1,7,08:44:00,8,1.0,1.0,2015-02-07
19.6666666666667,19.463333333333303,31.0,455.0,0,1,7,08:44:59,8,1.0,1.0,2015-02-07
19.675,19.4725,31.0,458.0,0,1,7,08:45:59,8,1.0,1.0,2015-02-07
19.7,19.5,31.0,457.5,0,1,7,08:47:00,8,1.0,1.0,2015-02-07
19.675,19.4725,31.0,456.5,0,1,7,08:48:00,8,1.0,1.0,2015-02-07
19.6333333333333,19.426666666666698,31.0,454.333333333333,0,1,7,08:49:00,8,1.0,1.0,2015-02-07
19.675,19.4725,31.0,455.0,0,1,7,08:50:00,8,1.0,1.0,2015-02-07
19.6666666666667,19.463333333333303,42.3333333333333,456.333333333333,0,1,7,08:51:00,8,1.0,1.0,2015-02-07
19.65,19.445,48.0,456.0,0,1,7,08:51:59,8,1.0,1.0,2015-02-07
19.65,19.4725,48.0,452.5,0,1,7,08:53:00,8,1.0,1.0,2015-02-07
19.6333333333333,19.5,38.3333333333333,451.333333333333,0,1,7,08:54:00,8,1.0,1.0,2015-02-07
19.625,19.5,33.5,453.0,0,1,7,08:55:00,8,1.0,1.0,2015-02-07
19.6,19.5,38.3333333333333,453.0,0,1,7,08:55:59,8,1.0,1.0,2015-02-07
19.6,19.5,33.5,454.5,0,1,7,08:57:00,8,1.0,1.0,2015-02-07
19.6,19.5,40.75,456.75,0,1,7,08:57:59,8,1.0,1.0,2015-02-07
19.6,19.5,41.5,453.5,0,1,7,08:58:59,8,1.0,1.0,2015-02-07
19.575,19.55,38.75,450.25,0,1,7,09:00:00,9,1.0,1.0,2015-02-07
19.575,19.6,55.0,454.75,0,1,7,09:01:00,9,1.0,1.0,2015-02-07
19.575,19.6,67.75,455.0,0,1,7,09:02:00,9,1.0,1.0,2015-02-07
19.6,19.6,81.6666666666667,455.333333333333,0,1,7,09:03:00,9,1.0,1.0,2015-02-07
19.6333333333333,19.6,82.6666666666667,457.0,0,1,7,09:04:00,9,1.0,1.0,2015-02-07
19.65,19.5,89.75,461.5,0,1,7,09:04:59,9,1.0,1.0,2015-02-07
19.7,19.533333333333303,96.0,458.0,0,1,7,09:06:00,9,1.0,1.0,2015-02-07
19.7675,19.5,93.5,461.0,0,1,7,09:07:00,9,1.0,1.0,2015-02-07
19.79,19.39,93.5,458.0,0,1,7,09:08:00,9,1.0,1.0,2015-02-07
19.79,19.39,91.5,460.0,0,1,7,09:08:59,9,1.0,1.0,2015-02-07
19.89,19.4175,103.0,453.25,0,1,7,09:10:00,9,1.0,1.0,2015-02-07
19.89,19.39,107.25,452.5,0,1,7,09:10:59,9,1.0,1.0,2015-02-07
19.926666666666698,19.426666666666698,110.0,455.333333333333,0,1,7,09:11:59,9,1.0,1.0,2015-02-07
19.945,19.365,112.0,451.0,0,1,7,09:13:00,9,1.0,1.0,2015-02-07
20.0,19.34,116.0,453.0,0,1,7,09:14:00,9,1.0,1.0,2015-02-07
20.0,19.29,119.5,450.75,0,1,7,09:15:00,9,1.0,1.0,2015-02-07
20.0,19.29,126.333333333333,450.666666666667,0,1,7,09:16:00,9,1.0,1.0,2015-02-07
20.0,19.2675,133.0,458.25,0,1,7,09:16:59,9,1.0,1.0,2015-02-07
20.0666666666667,19.26,133.0,460.666666666667,0,1,7,09:17:59,9,1.0,1.0,2015-02-07
20.1,19.29,130.5,460.0,0,1,7,09:19:00,9,1.0,1.0,2015-02-07
20.1333333333333,19.23,137.666666666667,457.0,0,1,7,09:20:00,9,1.0,1.0,2015-02-07
20.15,19.2225,137.75,455.0,0,1,7,09:21:00,9,1.0,1.0,2015-02-07
20.1333333333333,19.2,143.333333333333,456.333333333333,0,1,7,09:22:00,9,1.0,1.0,2015-02-07
20.2,19.2,141.6,461.75,0,1,7,09:23:00,9,1.0,1.0,2015-02-07
20.2675,19.2,151.75,459.6,0,1,7,09:23:59,9,1.0,1.0,2015-02-07
20.2675,19.175,152.0,455.0,0,1,7,09:24:59,9,1.0,1.0,2015-02-07
20.29,19.175,157.0,454.4,0,1,7,09:26:00,9,1.0,1.0,2015-02-07
20.29,19.15,153.0,458.5,0,1,7,09:27:00,9,1.0,1.0,2015-02-07
20.365,19.1,165.5,455.75,0,1,7,09:28:00,9,1.0,1.0,2015-02-07
20.39,19.075,168.0,455.0,0,1,7,09:29:00,9,1.0,1.0,2015-02-07
20.39,19.033333333333303,173.333333333333,456.0,0,1,7,09:29:59,9,1.0,1.0,2015-02-07
20.39,19.0,166.25,455.5,0,1,7,09:30:59,9,1.0,1.0,2015-02-07
20.445,19.05,170.5,453.5,0,1,7,09:32:00,9,1.0,1.0,2015-02-07
20.5,19.025,172.5,460.5,0,1,7,09:33:00,9,1.0,1.0,2015-02-07
20.5,19.0,175.333333333333,454.666666666667,0,1,7,09:34:00,9,1.0,1.0,2015-02-07
20.525,19.0,181.5,455.0,0,1,7,09:35:00,9,1.0,1.0,2015-02-07
20.55,19.0,188.5,458.25,0,1,7,09:36:00,9,1.0,1.0,2015-02-07
20.6,18.9725,190.0,457.0,0,1,7,09:36:59,9,1.0,1.0,2015-02-07
20.6,18.926666666666698,196.666666666667,456.333333333333,0,1,7,09:38:00,9,1.0,1.0,2015-02-07
20.65,18.945,199.0,457.5,0,1,7,09:39:00,9,1.0,1.0,2015-02-07
20.7,18.9175,215.0,454.5,0,1,7,09:40:00,9,1.0,1.0,2015-02-07
20.7,18.89,611.5,452.25,0,1,7,09:40:59,9,1.0,1.0,2015-02-07
20.7,18.89,1546.33333333333,455.333333333333,0,1,7,09:42:00,9,1.0,1.0,2015-02-07
20.745,18.89,1451.75,453.0,0,1,7,09:42:59,9,1.0,1.0,2015-02-07
20.76,18.856666666666698,829.0,452.666666666667,0,1,7,09:43:59,9,1.0,1.0,2015-02-07
20.79,18.84,251.25,458.75,0,1,7,09:45:00,9,1.0,1.0,2015-02-07
20.79,18.815,205.5,461.666666666667,0,1,7,09:46:00,9,1.0,1.0,2015-02-07
20.79,18.84,220.75,458.4,0,1,7,09:47:00,9,1.0,1.0,2015-02-07
20.823333333333302,18.856666666666698,224.666666666667,454.333333333333,0,1,7,09:48:00,9,1.0,1.0,2015-02-07
20.815,18.815,205.0,458.5,0,1,7,09:49:00,9,1.0,1.0,2015-02-07
20.84,18.84,219.0,457.5,0,1,7,09:49:59,9,1.0,1.0,2015-02-07
20.89,18.84,212.0,460.0,0,1,7,09:51:00,9,1.0,1.0,2015-02-07
20.89,18.815,230.25,459.25,0,1,7,09:52:00,9,1.0,1.0,2015-02-07
20.89,18.823333333333302,241.333333333333,459.333333333333,0,1,7,09:53:00,9,1.0,1.0,2015-02-07
20.963333333333303,18.79,204.333333333333,460.333333333333,0,1,7,09:53:59,9,1.0,1.0,2015-02-07
20.9725,18.79,183.25,464.0,0,1,7,09:55:00,9,1.0,1.0,2015-02-07
20.963333333333303,18.79,229.0,459.0,0,1,7,09:55:59,9,1.0,1.0,2015-02-07
21.0,18.7675,206.5,456.75,0,1,7,09:56:59,9,1.0,1.0,2015-02-07
21.0,18.7675,204.0,459.75,0,1,7,09:58:00,9,1.0,1.0,2015-02-07
21.0,18.7675,257.25,459.0,0,1,7,09:59:00,9,1.0,1.0,2015-02-07
21.0,18.7,257.0,456.5,0,1,7,10:00:00,10,1.0,1.0,2015-02-07
21.075,18.7,257.0,458.25,0,1,7,10:01:00,10,1.0,1.0,2015-02-07
21.125,18.7,253.0,461.5,0,1,7,10:01:59,10,1.0,1.0,2015-02-07
21.1,18.6666666666667,270.33333333333303,463.0,0,1,7,10:02:59,10,1.0,1.0,2015-02-07
21.1333333333333,18.6,269.0,460.666666666667,0,1,7,10:04:00,10,1.0,1.0,2015-02-07
21.15,18.6,265.5,461.0,0,1,7,10:05:00,10,1.0,1.0,2015-02-07
21.2,18.6,270.0,461.666666666667,0,1,7,10:06:00,10,1.0,1.0,2015-02-07
21.2,18.6,271.0,463.333333333333,0,1,7,10:07:00,10,1.0,1.0,2015-02-07
21.2675,18.6,258.0,461.25,0,1,7,10:08:00,10,1.0,1.0,2015-02-07
21.29,18.6,267.0,463.0,0,1,7,10:08:59,10,1.0,1.0,2015-02-07
21.29,18.5666666666667,270.33333333333303,460.333333333333,0,1,7,10:09:59,10,1.0,1.0,2015-02-07
21.29,18.525,258.75,461.5,0,1,7,10:11:00,10,1.0,1.0,2015-02-07
21.315,18.525,269.0,461.75,0,1,7,10:12:00,10,1.0,1.0,2015-02-07
21.365,18.5,262.5,455.5,0,1,7,10:13:00,10,1.0,1.0,2015-02-07
21.356666666666698,18.5,275.33333333333303,457.333333333333,0,1,7,10:14:00,10,1.0,1.0,2015-02-07
21.39,18.5,271.25,459.25,0,1,7,10:14:59,10,1.0,1.0,2015-02-07
21.4175,18.5,288.25,461.5,0,1,7,10:15:59,10,1.0,1.0,2015-02-07
21.39,18.445,291.0,460.5,0,1,7,10:17:00,10,1.0,1.0,2015-02-07
21.5,18.5,287.25,462.0,0,1,7,10:18:00,10,1.0,1.0,2015-02-07
21.5,18.5,283.33333333333303,464.0,0,1,7,10:19:00,10,1.0,1.0,2015-02-07
21.5,18.5,290.5,462.5,0,1,7,10:20:00,10,1.0,1.0,2015-02-07
21.5,18.4725,290.25,461.5,0,1,7,10:21:00,10,1.0,1.0,2015-02-07
21.5,18.426666666666698,303.0,459.0,0,1,7,10:21:59,10,1.0,1.0,2015-02-07
21.55,18.39,300.5,459.25,0,1,7,10:23:00,10,1.0,1.0,2015-02-07
21.6,18.39,297.0,462.5,0,1,7,10:24:00,10,1.0,1.0,2015-02-07
21.6,18.39,300.5,458.5,0,1,7,10:25:00,10,1.0,1.0,2015-02-07
21.6,18.39,307.66666666666697,457.0,0,1,7,10:25:59,10,1.0,1.0,2015-02-07
21.7,18.39,306.75,454.0,0,1,7,10:27:00,10,1.0,1.0,2015-02-07
21.7,18.365,305.0,454.5,0,1,7,10:27:59,10,1.0,1.0,2015-02-07
21.7,18.29,304.0,456.0,0,1,7,10:28:59,10,1.0,1.0,2015-02-07
21.7,18.29,305.0,460.75,0,1,7,10:30:00,10,1.0,1.0,2015-02-07
21.7,18.29,317.33333333333303,454.666666666667,0,1,7,10:31:00,10,1.0,1.0,2015-02-07
21.745,18.245,300.5,459.0,0,1,7,10:32:00,10,1.0,1.0,2015-02-07
21.745,18.2,324.75,458.25,0,1,7,10:33:00,10,1.0,1.0,2015-02-07
21.79,18.2,314.0,454.75,0,1,7,10:34:00,10,1.0,1.0,2015-02-07
21.79,18.2,316.75,453.5,0,1,7,10:34:59,10,1.0,1.0,2015-02-07
21.84,18.2225,327.5,463.0,0,1,7,10:36:00,10,1.0,1.0,2015-02-07
21.856666666666694,18.1666666666667,311.33333333333303,462.0,0,1,7,10:37:00,10,1.0,1.0,2015-02-07
21.89,18.2,328.5,461.25,0,1,7,10:38:00,10,1.0,1.0,2015-02-07
21.89,18.2,327.0,459.666666666667,0,1,7,10:38:59,10,1.0,1.0,2015-02-07
21.89,18.1,324.0,457.25,0,1,7,10:40:00,10,1.0,1.0,2015-02-07
21.89,18.1,329.33333333333303,460.0,0,1,7,10:40:59,10,1.0,1.0,2015-02-07
21.89,18.1,330.25,458.5,0,1,7,10:41:59,10,1.0,1.0,2015-02-07
21.945,18.1,321.25,458.0,0,1,7,10:43:00,10,1.0,1.0,2015-02-07
22.0,18.1,334.75,460.0,0,1,7,10:44:00,10,1.0,1.0,2015-02-07
22.0,18.05,333.0,452.5,0,1,7,10:45:00,10,1.0,1.0,2015-02-07
22.0,18.025,334.75,464.5,0,1,7,10:46:00,10,1.0,1.0,2015-02-07
22.033333333333307,18.033333333333303,345.0,464.333333333333,0,1,7,10:46:59,10,1.0,1.0,2015-02-07
22.0666666666667,18.0,335.33333333333303,459.0,0,1,7,10:47:59,10,1.0,1.0,2015-02-07
22.1,18.0,336.5,458.5,0,1,7,10:49:00,10,1.0,1.0,2015-02-07
22.1,17.9725,342.0,461.25,0,1,7,10:50:00,10,1.0,1.0,2015-02-07
22.1,17.963333333333303,335.33333333333303,464.666666666667,0,1,7,10:51:00,10,1.0,1.0,2015-02-07
22.1,17.945,288.75,461.0,0,1,7,10:52:00,10,1.0,1.0,2015-02-07
22.1,17.89,351.333333333333,459.333333333333,0,1,7,10:53:00,10,1.0,1.0,2015-02-07
22.1,17.945,348.0,459.25,0,1,7,10:53:59,10,1.0,1.0,2015-02-07
22.1,17.9725,351.0,457.5,0,1,7,10:54:59,10,1.0,1.0,2015-02-07
22.1,18.0,351.0,463.0,0,1,7,10:56:00,10,1.0,1.0,2015-02-07
22.15,17.945,351.0,458.5,0,1,7,10:57:00,10,1.0,1.0,2015-02-07
22.2,17.89,355.5,456.75,0,1,7,10:58:00,10,1.0,1.0,2015-02-07
22.2,17.89,333.0,459.75,0,1,7,10:59:00,10,1.0,1.0,2015-02-07
22.2,17.89,337.5,459.5,0,1,7,10:59:59,10,1.0,1.0,2015-02-07
22.2,17.89,350.25,458.5,0,1,7,11:00:59,11,1.0,1.0,2015-02-07
22.245,17.89,347.5,456.75,0,1,7,11:02:00,11,1.0,1.0,2015-02-07
22.29,17.89,352.333333333333,452.0,0,1,7,11:03:00,11,1.0,1.0,2015-02-07
22.272,17.83,350.4,452.5,0,1,7,11:04:00,11,1.0,1.0,2015-02-07
22.29,17.815,357.5,455.4,0,1,7,11:05:00,11,1.0,1.0,2015-02-07
22.29,17.84,353.0,453.5,0,1,7,11:06:00,11,1.0,1.0,2015-02-07
